intersection_id,tollgate_id,time_window,avg_travel_time
C,1,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",200.639263991
C,3,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",193.419731127
A,2,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",81.4813508365
A,3,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",134.126152949
B,1,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",134.270040573
B,3,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",127.050507709
C,1,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",200.801906792
C,3,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",193.582373929
A,2,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",84.2616539145
A,3,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",136.906456027
B,1,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",137.05034365
B,3,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",129.830810787
C,1,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",203.58220987
C,3,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",196.362677007
A,2,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",85.0369657774
A,3,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",137.68176789
B,1,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",137.825655513
B,3,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",130.60612265
C,1,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",204.357521733
C,3,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",197.137988869
A,2,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",85.199608579
A,3,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",137.844410692
B,1,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",137.988298315
B,3,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",130.768765451
C,1,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",204.520164535
C,3,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",197.300631671
A,2,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",82.1336815162
A,3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",134.778483629
B,1,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",134.922371252
B,3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",127.702838388
C,1,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",201.454237472
A,2,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",82.9089933791
A,3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",135.553795492
B,3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",128.478150251
C,3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",195.010016471
A,2,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",83.0716361807
A,3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",135.716438293
B,1,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",135.860325917
B,3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",128.640793053
C,1,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",202.392192137
C,3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",195.172659273
A,2,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",87.5057615772
A,3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",140.15056369
B,1,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",140.294451313
B,3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",133.074918449
C,1,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",206.826317533
C,3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",199.606784669
A,2,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",88.2810734401
A,3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",140.925875553
B,3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",133.850230312
C,1,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",207.601629396
C,3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",200.382096532
A,2,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",88.4437162417
A,3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",141.088518354
B,1,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",141.232405978
B,3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",134.012873114
C,1,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",207.764272198
A,2,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",81.8289769403
A,3,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",134.473779053
B,1,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",134.617666676
B,3,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",127.398133812
C,1,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",201.149532896
C,3,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",193.930000032
A,2,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",82.6042888032
A,3,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",135.249090916
B,1,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",135.392978539
B,3,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",128.173445675
C,1,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",201.924844759
C,3,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",194.705311895
A,2,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",82.7669316048
A,3,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",135.411733717
B,1,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",135.555621341
B,3,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",128.336088477
C,1,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",202.087487561
C,3,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",194.867954697
A,2,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",85.5472346827
A,3,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",138.192036795
B,1,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",138.335924419
B,3,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",131.116391555
C,1,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",204.867790639
C,3,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",197.648257775
A,2,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",86.3225465457
A,3,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",138.967348658
B,1,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",139.111236282
B,3,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",131.891703418
C,1,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",205.643102501
A,2,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",86.4851893473
A,3,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",139.12999146
B,1,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",139.273879083
B,3,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",132.054346219
C,1,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",205.805745303
C,3,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",198.586212439
A,2,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",83.3488096839
B,1,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",143.757288839
B,1,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",138.117600948
B,1,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",138.095207127
B,1,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",138.33829148
B,1,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",142.284891344
B,1,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",138.198392051
B,1,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",143.570472112
B,1,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",139.46069581
B,1,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",138.232739495
B,3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",131.060710885
B,3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",135.472442461
B,3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",131.118758616
B,3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",137.418529251
B,3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",138.193841114
B,3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",128.917966556
B,3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",129.855921221
C,1,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",203.874155305
C,1,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",204.649467167
C,1,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",204.812109969
C,1,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",210.18419003
C,1,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",203.851761484
C,1,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",209.999153408
C,1,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",210.161796209
C,1,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",204.8701577
C,1,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",205.808112364
C,1,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",211.017549624
C,1,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",211.169928334
C,1,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",216.542008395
C,1,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",203.444677503
C,1,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",204.730258271
C,1,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",208.364514823
C,3,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",197.697542134
C,3,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",203.069622195
C,3,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",203.232264997
C,3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",197.429934304
C,3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",197.592577105
C,3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",202.026702502
C,3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",202.964657166
C,3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",197.407540483
C,3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",197.570183285
C,3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",197.650624836
C,3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",198.425936699
C,3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",203.960659561
C,3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",203.950395471
C,3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",204.725707334
C,3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",209.322475532
C,3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",210.260430196
C,3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",195.449832776
C,3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",196.225144639
C,3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",196.38778744
C,3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",201.759867501
C,3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",196.735413544
C,3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",203.04544827
C,3,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",201.144981959
C,3,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",198.423569638
