tollgate_id,time_window,direction,volume
3,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",1,56.5476009419
1,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",0,56.5476009419
1,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",1,56.5476009419
2,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",0,56.5476009419
1,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",0,56.5476009419
1,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",1,56.5476009419
2,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",0,56.5476009419
3,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",0,56.5476009419
3,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",1,56.5476009419
1,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",0,99.4756418281
1,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",1,99.4756418281
2,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",0,99.4756418281
3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",0,99.4756418281
3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",1,99.4756418281
3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",0,99.7716191605
3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",1,99.7716191605
1,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",1,99.7716191605
1,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",0,99.7716191605
2,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",0,99.7716191605
1,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",0,99.7716191605
1,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",1,99.7716191605
2,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",0,99.7716191605
3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",0,99.7716191605
3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",1,99.7716191605
3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",0,96.3778210296
2,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",0,96.3778210296
3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",1,96.3778210296
1,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",0,96.3778210296
1,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",1,96.3778210296
1,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",0,96.673798362
1,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",1,96.673798362
2,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",0,96.673798362
3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",0,96.673798362
3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",1,96.673798362
1,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",0,96.673798362
1,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",1,96.673798362
2,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",0,96.673798362
3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",0,96.673798362
3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",1,96.673798362
3,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",1,76.9520576278
2,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",0,76.9520576278
3,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",0,76.9520576278
1,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",0,76.9520576278
1,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",1,76.9520576278
1,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",0,77.2480349601
1,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",1,77.2480349601
2,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",0,77.2480349601
3,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",0,77.2480349601
3,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",1,77.2480349601
1,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",0,77.2480349601
1,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",1,77.2480349601
2,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",0,77.2480349601
3,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",0,77.2480349601
3,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",1,77.2480349601
3,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",1,54.6504783004
3,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",0,54.6504783004
1,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",1,54.6504783004
1,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",0,54.6504783004
2,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",0,54.6504783004
1,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",0,54.9464556328
1,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",1,54.9464556328
2,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",0,54.9464556328
3,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",0,54.9464556328
3,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",1,54.9464556328
3,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",0,54.9464556328
1,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",0,54.9464556328
1,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",1,54.9464556328
2,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",0,54.9464556328
3,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",1,54.9464556328
