intersection_id,tollgate_id,time_window,avg_travel_time
B,3,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",112.824676514
C,1,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",207.830566406
C,3,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",169.171447754
A,2,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",78.1166305542
A,3,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",140.824966431
B,1,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",156.393203735
B,3,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",115.82106781
C,1,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",223.037200928
C,3,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",181.119232178
A,2,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",71.6568527222
A,3,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",127.806022644
B,1,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",171.116210938
B,3,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",122.454933167
C,1,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",256.666320801
C,3,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",198.975997925
A,2,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",72.8090515137
A,3,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",137.258041382
B,1,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",191.794784546
B,3,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",133.540435791
C,1,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",285.772796631
C,3,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",214.26663208
A,2,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",84.3121795654
A,3,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",155.498199463
B,1,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",193.926055908
B,3,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",136.842346191
C,1,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",297.163665771
C,3,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",217.209915161
A,2,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",84.0937728882
A,3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",158.969314575
B,1,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",122.32951355
B,3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",105.322387695
C,1,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",205.708496094
A,2,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",91.4477615356
A,3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",169.46786499
B,3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",110.110198975
C,3,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",199.010391235
A,2,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",84.6477127075
A,3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",173.283721924
B,1,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",118.330421448
B,3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",110.63948822
C,1,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",213.487457275
C,3,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",199.776275635
A,2,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",73.6387023926
A,3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",167.001998901
B,1,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",137.490661621
B,3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",126.299446106
C,1,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",221.685684204
C,3,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",198.414779663
A,2,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",77.5463104248
A,3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",168.523345947
B,3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",129.931106567
C,1,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",230.527114868
C,3,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",205.123153687
A,2,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",70.8666381836
A,3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",163.199203491
B,1,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",135.461807251
B,3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",122.102714539
C,1,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",227.813217163
A,2,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",68.1264572144
A,3,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",118.198143005
B,1,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",106.166732788
B,3,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",101.433959961
C,1,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",173.216781616
C,3,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",170.118988037
A,2,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",66.8366470337
A,3,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",118.213882446
B,1,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",114.838577271
B,3,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",97.8847198486
C,1,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",183.710922241
C,3,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",176.057815552
A,2,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",69.5135345459
A,3,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",125.041610718
B,1,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",122.904937744
B,3,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",106.2081604
C,1,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",192.707351685
C,3,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",183.185302734
A,2,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",67.004737854
A,3,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",122.807067871
B,1,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",115.094238281
B,3,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",97.2240982056
C,1,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",191.380050659
C,3,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",189.51663208
A,2,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",67.1858291626
A,3,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",129.638519287
B,1,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",123.58001709
B,3,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",97.4822845459
C,1,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",207.282287598
A,2,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",69.787361145
A,3,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",137.787368774
B,1,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",129.199447632
B,3,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",106.381126404
C,1,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",207.725784302
C,3,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",201.246887207
A,2,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",73.8021850586
B,1,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",132.02293396
B,1,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",156.052749634
B,1,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",110.647544861
B,1,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",142.107421875
B,1,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",144.525497437
B,1,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",110.627983093
B,1,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",112.119911194
B,1,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",168.594467163
B,1,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",126.789779663
B,3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",125.663383484
B,3,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",120.100601196
B,3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",110.423324585
B,3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",129.880645752
B,3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",122.032501221
B,3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",96.3841629028
B,3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",104.853477478
C,1,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",169.581710815
C,1,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",158.740783691
C,1,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",165.751281738
C,1,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",178.657394409
C,1,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",160.828781128
C,1,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",183.562026978
C,1,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",190.034240723
C,1,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",217.633743286
C,1,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",218.869537354
C,1,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",214.370376587
C,1,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",240.978729248
C,1,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",248.91468811
C,1,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",196.25769043
C,1,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",168.174499512
C,1,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",244.573562622
C,3,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",199.014862061
C,3,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",209.055023193
C,3,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",206.071212769
C,3,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",171.572631836
C,3,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",176.522171021
C,3,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",179.283218384
C,3,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",173.275253296
C,3,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",206.471725464
C,3,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",199.83114624
C,3,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",175.445495605
C,3,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",187.189758301
C,3,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",202.42388916
C,3,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",249.888336182
C,3,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",270.467285156
C,3,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",269.440063477
C,3,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",257.636383057
C,3,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",141.923217773
C,3,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",156.037261963
C,3,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",164.25239563
C,3,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",167.017791748
C,3,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",161.744064331
C,3,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",176.298217773
C,3,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",260.763549805
C,3,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",205.512924194
